Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,yfitC,nam
0.438888888888889,0.147777777777778,0.0422222222222222,0.192222222222222,0.891927906362757,0.242452395110758,0.824536646470844,0.00111111111111111,0,0.237777777777778,0.761111111111111,0.263333333333333,0.732222222222222,0.00444444444444444,0,0,0.0844444444444444,0.418888888888889,0.496666666666667,57,0.951073052183358,0.58335340418888,38.9473684210526,389.736842105263,17.0868259679827,5.27924993816218,-35.5808189100199,35.041,2.33928571428571,2.51666666666667,0.718601190476191,0.71125,0.840256997369145,0.349551855557661,0.603417366946779,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,Not_cell_,Cell_0001.tif
0.438888888888889,0.147777777777778,0.0422222222222222,0.192222222222222,0.891927906362757,0.242452395110758,0.824536646470844,0.00111111111111111,0,0.237777777777778,0.761111111111111,0.263333333333333,0.732222222222222,0.00444444444444444,0,0,0.0844444444444444,0.418888888888889,0.496666666666667,102,0.974478862680446,0.513673172749007,43.5392156862745,378.813725490196,25.8708588647694,5.80747171560889,-41.9263712009837,49.953,1.53819444444444,1.62152777777778,0.790914351851852,0.812210648148148,0.8445356567676,0.307016316152942,0.673807794722827,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,Not_cell_,Cell_0002.tif
0.513333333333333,0.0544444444444444,0.0344444444444444,0.11,0.900403283433307,0.227406672452169,0.865938572843944,0.00333333333333333,0,0.0933333333333333,0.903333333333333,0.232222222222222,0.767777777777778,0,0,0,0.0188888888888889,0.324444444444444,0.656666666666667,23,0.856839706890431,0.791934168247598,48.2608695652174,398.478260869565,8.6455004944193,4.45747213238082,77.3389287606023,19.104,4.06666666666667,6.33333333333333,0.676666666666667,0.558333333333333,0.829999306818733,0.253161861045292,0.660392156862745,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,Not_cell_,Cell_0003.tif
0.653333333333333,0.0488888888888889,0.0711111111111111,0.163333333333333,0.895375211422583,0.253393435009061,0.878220634048012,0,0.00111111111111111,0.156666666666667,0.842222222222222,0.22,0.762222222222222,0.0177777777777778,0,0,0.0566666666666667,0.244444444444444,0.698888888888889,50,0.855992426118934,0.94796887020879,76.04,153.28,11.3962391453283,5.89172300852254,-38.9989119068813,25.745,1.18333333333333,1.046875,0.729166666666667,0.71875,0.783412032328624,0.372368428006881,0.507745098039216,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,lymphocyt,Cell_0004.tif
0.352222222222222,0.0811111111111111,0,0.00333333333333333,0.906168890509284,0.264259909204201,0.833068362480127,0,0,0.152083333333333,0.847916666666667,0.0270833333333333,0.972916666666667,0,0,0,0.0166666666666667,0.45,0.533333333333333,73,0.822735930023374,0.856172162570934,99.8356164383562,463.301369863014,13.2359349353383,7.52362011863634,2.69203987823555,32.733,2.65,1.67142857142857,0.729444444444445,0.768333333333333,0.802080183871746,0.324420578039804,0.56890756302521,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,Not_cell_,Cell_0005.tif
0.636666666666667,0.03,0.146666666666667,0.0322222222222222,0.912775248261222,0.233178548745568,0.879895784201424,0,0,0.0277777777777778,0.972222222222222,0.0922222222222222,0.907777777777778,0,0,0,0.00111111111111111,0.242222222222222,0.756666666666667,27,0.788850520600693,0.999335912204112,98.0740740740741,2.85185185185185,8.07934284184835,4.96544380073419,39.7700454535354,18.426,3.92857142857143,4.16666666666667,0.6,0.616666666666667,0.841875338848852,0.219641265642866,0.667226890756302,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,Not_cell_,Cell_0006.tif
0,0.126666666666667,0,0.474444444444444,0.836163891412597,0.108426809871128,0.833133762410817,0.00111111111111111,0,0.41,0.588888888888889,0.714444444444444,0.285555555555556,0,0,0,0,0.536666666666667,0.463333333333333,114,0.815163533478455,0.0971224606769306,134.815789473684,345.219298245614,26.7828155942487,15.5134338765453,9.99315899790108,121.45,6.21,6.34472049689441,0.689,0.687474120082816,0.820663927645517,0.182592205073841,0.728044817927171,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,Malignant,Cell_0007.tif
0.00555555555555556,0.141111111111111,0,0.132222222222222,0.868893665636094,0.151509718771483,0.830372715658501,0,0,0.345833333333333,0.654166666666667,0.458333333333333,0.541666666666667,0,0,0,0.0229166666666667,0.627083333333333,0.35,146,0.634699885158618,0.915148412673924,140.671232876712,455.205479452055,15.739351463968,12.1627212583855,-79.4533362672474,44.775,2.76373626373626,3.125,0.761355311355311,0.735416666666667,0.812628763614538,0.269079013592989,0.62328431372549,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,Malignant,Cell_0008.tif
0,0.17,0.116666666666667,0.377777777777778,0.833942733743002,0.121101765288351,0.81719295482584,0,0,0.496666666666667,0.503333333333333,0.771111111111111,0.227777777777778,0.00111111111111111,0,0,0.0355555555555556,0.573333333333333,0.391111111111111,187,0.852831320488696,0.65690696369892,165.780748663102,333.272727272727,22.6104136960914,11.8068527484582,18.3212813622364,59.81,2.97628458498024,2.3003663003663,0.704874835309618,0.763858363858364,0.807682929083884,0.265880141744861,0.637327037838547,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,Malignant,Cell_0009.tif
0.01,0.0833333333333333,0.00222222222222222,0.0111111111111111,0.839072643079007,0.144597712484702,0.788913096102639,0,0,0.43125,0.56875,0.702083333333333,0.297916666666667,0,0,0,0,0.810416666666667,0.189583333333333,82,0.449307821931437,0.980931892462797,176.829268292683,461.865853658537,11.0577560751662,9.8787450545099,-56.619239229611,32.411,4.03030303030303,4.55555555555556,0.643265993265993,0.636700336700337,0.811506492263061,0.227427567198047,0.686177280829687,0,0,0,0.856512472589806,0.170932184426386,0.826256857849093,0.197708777220862,0.485122009291876,0.315530009340716,0.251851354403873,Malignant,Cell_0010.tif
